"","subjectid","education","exposure","time","score","year","raw_score"
"461",30635,"Honours & postgraduate","Educ and work","pre",34,"2016",34
"462",30635,"Honours & postgraduate","Educ and work","post",50,"2016",50
"463",31655,"High school and below","Work only","pre",49,"2016",49
"464",31655,"High school and below","Work only","post",48,"2016",48
"465",514,"Honours & postgraduate","Work only","pre",35,"2016",35
"466",514,"Honours & postgraduate","Work only","post",44,"2016",44
"467",14945,"Pre-tertiary qualification","No exposure","pre",36,"2016",36
"468",14945,"Pre-tertiary qualification","No exposure","post",43,"2016",43
"469",18795,"Honours & postgraduate","Educ only","pre",41,"2016",41
"470",18795,"Honours & postgraduate","Educ only","post",48,"2016",48
"471",20864,"Pre-tertiary qualification","Educ and work","pre",46,"2016",46
"472",20864,"Pre-tertiary qualification","Educ and work","post",38,"2016",38
"473",8115,"University degree","Educ, family and work","pre",28,"2016",28
"474",8115,"University degree","Educ, family and work","post",34,"2016",34
"475",40967,"University degree","Family and work","pre",43,"2016",43
"476",40967,"University degree","Family and work","post",48,"2016",48
"477",15796,"University degree","Family and work","pre",25,"2016",25
"478",15796,"University degree","Family and work","post",45,"2016",45
"479",15244,"Honours & postgraduate","Family and work","pre",43,"2016",43
"480",15244,"Honours & postgraduate","Family and work","post",46,"2016",46
"481",22295,"High school and below","Work only","pre",25,"2016",25
"482",22295,"High school and below","Work only","post",50,"2016",50
"483",15654,"Pre-tertiary qualification","Educ and work","pre",42,"2016",42
"484",15654,"Pre-tertiary qualification","Educ and work","post",42,"2016",42
"485",41854,"Honours & postgraduate","Family and work","pre",38,"2016",38
"486",41854,"Honours & postgraduate","Family and work","post",46,"2016",46
"487",2075,"Pre-tertiary qualification","Educ and work","pre",46,"2016",46
"488",2075,"Pre-tertiary qualification","Educ and work","post",32,"2016",32
"489",496,"University degree","Family and work","pre",48,"2016",48
"490",496,"University degree","Family and work","post",40,"2016",40
"491",38366,"Honours & postgraduate","Family and work","pre",39,"2016",39
"492",38366,"Honours & postgraduate","Family and work","post",40,"2016",40
"493",13814,"High school and below","No exposure","pre",46,"2016",46
"494",13814,"High school and below","No exposure","post",46,"2016",46
"495",47955,"High school and below","Educ and work","pre",27,"2016",27
"496",47955,"High school and below","Educ and work","post",39,"2016",39
"497",844,"Pre-tertiary qualification","Educ and work","pre",41,"2016",41
"498",844,"Pre-tertiary qualification","Educ and work","post",44,"2016",44
"499",40804,"University degree","No exposure","pre",37,"2016",37
"500",40804,"University degree","No exposure","post",33,"2016",33
"501",14414,"University degree","Family only","pre",37,"2016",37
"502",14414,"University degree","Family only","post",50,"2016",50
"503",34927,"University degree","Educ, family and work","pre",40,"2016",40
"504",34927,"University degree","Educ, family and work","post",46,"2016",46
"505",27596,"High school and below","Family only","pre",37,"2016",37
"506",27596,"High school and below","Family only","post",47,"2016",47
"507",30714,"University degree","Educ and work","pre",36,"2016",36
"508",30714,"University degree","Educ and work","post",46,"2016",46
"509",20493,"University degree","Work only","pre",43,"2016",43
"510",20493,"University degree","Work only","post",50,"2016",50
"511",31884,"Honours & postgraduate","Educ and family","pre",43,"2016",43
"512",31884,"Honours & postgraduate","Educ and family","post",46,"2016",46
"513",7185,"Pre-tertiary qualification","No exposure","pre",36,"2016",36
"514",7185,"Pre-tertiary qualification","No exposure","post",50,"2016",50
"515",37877,"University degree","Work only","pre",33,"2016",33
"516",37877,"University degree","Work only","post",40,"2016",40
"517",22348,"Pre-tertiary qualification","Work only","pre",31,"2016",31
"518",22348,"Pre-tertiary qualification","Work only","post",47,"2016",47
"519",2985,"University degree","Work only","pre",23,"2016",23
"520",2985,"University degree","Work only","post",33,"2016",33
"521",5235,"Pre-tertiary qualification","No exposure","pre",34,"2016",34
"522",5235,"Pre-tertiary qualification","No exposure","post",50,"2016",50
"523",39327,"University degree","Educ and work","pre",50,"2016",50
"524",39327,"University degree","Educ and work","post",50,"2016",50
"525",17004,"High school and below","Family only","pre",41,"2016",41
"526",17004,"High school and below","Family only","post",46,"2016",46
"527",15706,"University degree","Family only","pre",39,"2016",39
"528",15706,"University degree","Family only","post",45,"2016",45
"529",13404,"University degree","Educ, family and work","pre",45,"2016",45
"530",13404,"University degree","Educ, family and work","post",50,"2016",50
"531",33296,"Pre-tertiary qualification","Family and work","pre",44,"2016",44
"532",33296,"Pre-tertiary qualification","Family and work","post",42,"2016",42
"533",30825,"Honours & postgraduate","Educ and work","pre",42,"2016",42
"534",30825,"Honours & postgraduate","Educ and work","post",46,"2016",46
"535",36426,"Pre-tertiary qualification","Educ, family and work","pre",38,"2016",38
"536",36426,"Pre-tertiary qualification","Educ, family and work","post",42,"2016",42
"537",7035,"Pre-tertiary qualification","Educ and work","pre",46,"2016",46
"538",7035,"Pre-tertiary qualification","Educ and work","post",44,"2016",44
"539",18666,"University degree","Educ and work","pre",38,"2016",38
"540",18666,"University degree","Educ and work","post",48,"2016",48
"541",42696,"University degree","Educ and work","pre",36,"2016",36
"542",42696,"University degree","Educ and work","post",42,"2016",42
"543",13306,"University degree","No exposure","pre",36,"2016",36
"544",13306,"University degree","No exposure","post",45,"2016",45
"545",39224,"University degree","Work only","pre",11,"2016",11
"546",39224,"University degree","Work only","post",13,"2016",13
"547",29794,"University degree","Educ and work","pre",47,"2016",47
"548",29794,"University degree","Educ and work","post",48,"2016",48
"549",29175,"University degree","Work only","pre",19,"2016",19
"550",29175,"University degree","Work only","post",42,"2016",42
"551",10786,"University degree","Family only","pre",41,"2016",41
"552",10786,"University degree","Family only","post",41,"2016",41
"553",21373,"Honours & postgraduate","Educ and work","pre",50,"2016",50
"554",21373,"Honours & postgraduate","Educ and work","post",50,"2016",50
"555",29906,"Pre-tertiary qualification","Educ and work","pre",33,"2016",33
"556",29906,"Pre-tertiary qualification","Educ and work","post",43,"2016",43
"557",23205,"University degree","No exposure","pre",38,"2016",38
"558",23205,"University degree","No exposure","post",49,"2016",49
"559",1344,"University degree","Educ and work","pre",38,"2016",38
"560",1344,"University degree","Educ and work","post",44,"2016",44
"561",43205,"University degree","Educ and work","pre",46,"2016",46
"562",43205,"University degree","Educ and work","post",47,"2016",47
"563",34767,"University degree","Educ, family and work","pre",34,"2016",34
"564",34767,"University degree","Educ, family and work","post",50,"2016",50
"565",4706,"Pre-tertiary qualification","Educ only","pre",38,"2016",38
"566",4706,"Pre-tertiary qualification","Educ only","post",47,"2016",47
"567",14806,"University degree","Family only","pre",39,"2016",39
"568",14806,"University degree","Family only","post",50,"2016",50
"569",43025,"High school and below","Educ and family","pre",24,"2016",24
"570",43025,"High school and below","Educ and family","post",15,"2016",15
"571",14496,"High school and below","Educ, family and work","pre",29,"2016",29
"572",14496,"High school and below","Educ, family and work","post",33,"2016",33
"573",29604,"High school and below","Educ and work","pre",32,"2016",32
"574",29604,"High school and below","Educ and work","post",40,"2016",40
"575",926,"Pre-tertiary qualification","Family and work","pre",42,"2016",42
"576",926,"Pre-tertiary qualification","Family and work","post",46,"2016",46
"577",18616,"University degree","Work only","pre",40,"2016",40
"578",18616,"University degree","Work only","post",43,"2016",43
"579",34794,"Honours & postgraduate","Work only","pre",36,"2016",36
"580",34794,"Honours & postgraduate","Work only","post",24,"2016",24
"581",29125,"Honours & postgraduate","Educ and family","pre",35,"2016",35
"582",29125,"Honours & postgraduate","Educ and family","post",47,"2016",47
"583",31574,"Pre-tertiary qualification","Educ and work","pre",28,"2016",28
"584",31574,"Pre-tertiary qualification","Educ and work","post",47,"2016",47
"585",4225,"University degree","Educ, family and work","pre",36,"2016",36
"586",4225,"University degree","Educ, family and work","post",46,"2016",46
"587",19356,"University degree","Family and work","pre",44,"2016",44
"588",19356,"University degree","Family and work","post",48,"2016",48
"589",36545,"Honours & postgraduate","Family and work","pre",47,"2016",47
"590",36545,"Honours & postgraduate","Family and work","post",48,"2016",48
"591",1378,"University degree","Educ and work","pre",44,"2016",44
"592",1378,"University degree","Educ and work","post",48,"2016",48
"593",30395,"University degree","Work only","pre",47,"2016",47
"594",30395,"University degree","Work only","post",44,"2016",44
"595",40165,"University degree","Work only","pre",41,"2016",41
"596",40165,"University degree","Work only","post",46,"2016",46
"597",1147,"Pre-tertiary qualification","Educ and work","pre",38,"2016",38
"598",1147,"Pre-tertiary qualification","Educ and work","post",38,"2016",38
"599",36404,"High school and below","Family and work","pre",49,"2016",49
"600",36404,"High school and below","Family and work","post",48,"2016",48
"601",14086,"Honours & postgraduate","Educ only","pre",41,"2016",41
"602",14086,"Honours & postgraduate","Educ only","post",46,"2016",46
"603",4514,"Honours & postgraduate","Educ and work","pre",43,"2016",43
"604",4514,"Honours & postgraduate","Educ and work","post",44,"2016",44
"605",1076,"Pre-tertiary qualification","Educ, family and work","pre",42,"2016",42
"606",1076,"Pre-tertiary qualification","Educ, family and work","post",34,"2016",34
"607",12874,"University degree","Family and work","pre",24,"2016",24
"608",12874,"University degree","Family and work","post",25,"2016",25
"609",31836,"University degree","Educ, family and work","pre",39,"2016",39
"610",31836,"University degree","Educ, family and work","post",48,"2016",48
"611",3054,"Pre-tertiary qualification","Educ, family and work","pre",46,"2016",46
"612",3054,"Pre-tertiary qualification","Educ, family and work","post",46,"2016",46
"613",42584,"University degree","Family and work","pre",38,"2016",38
"614",42584,"University degree","Family and work","post",50,"2016",50
"615",18154,"Pre-tertiary qualification","Educ and work","pre",44,"2016",44
"616",18154,"Pre-tertiary qualification","Educ and work","post",35,"2016",35
"617",13165,"Pre-tertiary qualification","Work only","pre",45,"2016",45
"618",13165,"Pre-tertiary qualification","Work only","post",50,"2016",50
"619",39286,"University degree","Educ, family and work","pre",42,"2016",42
"620",39286,"University degree","Educ, family and work","post",46,"2016",46
"621",31506,"University degree","Family and work","pre",40,"2016",40
"622",31506,"University degree","Family and work","post",46,"2016",46
"623",28206,"University degree","No exposure","pre",15,"2016",15
"624",28206,"University degree","No exposure","post",48,"2016",48
"625",46425,"High school and below","Educ and work","pre",44,"2016",44
"626",46425,"High school and below","Educ and work","post",48,"2016",48
"627",20555,"Honours & postgraduate","Educ and work","pre",29,"2016",29
"628",20555,"Honours & postgraduate","Educ and work","post",38,"2016",38
"629",11614,"University degree","Educ and work","pre",43,"2016",43
"630",11614,"University degree","Educ and work","post",48,"2016",48
"631",20665,"Honours & postgraduate","Educ and work","pre",39,"2016",39
"632",20665,"Honours & postgraduate","Educ and work","post",50,"2016",50
"633",41933,"High school and below","No exposure","pre",9,"2016",9
"634",41933,"High school and below","No exposure","post",45,"2016",45
"635",29326,"University degree","Work only","pre",26,"2016",26
"636",29326,"University degree","Work only","post",46,"2016",46
